source,t_sec,band_c,n,med_spread,p25_spread,med_top3_bid,p25_top3_bid,med_top3_ask,p25_top3_ask
census,795,92,57,0.01,0.01,795.2,444.7,1263.0,645.6
census,795,94,62,0.01,0.01,996.1,445.8,1919.8,1131.0
census,795,96,97,0.01,0.01,1011.4,383.1,5391.9,2712.7
census,795,98,169,0.007,0.001,2275.5,1152.9,2196.9,690.9
census,810,0,168,0.007,0.001,2169.8,742.5,2245.2,893.7
census,810,2,90,0.01,0.01,3997.5,2020.3,889.1,471.2
census,810,4,46,0.01,0.01,1711.4,860.7,853.5,373.2
census,810,6,34,0.01,0.01,1276.5,523.8,882.2,529.2
census,810,8,33,0.01,0.01,854.8,392.3,578.0,120.3
census,810,10,20,0.01,0.01,778.9,278.3,573.0,174.3
census,810,12,16,0.015,0.01,688.1,395.9,403.7,244.1
census,810,14,23,0.01,0.01,395.0,208.4,446.4,146.6
census,810,16,14,0.01,0.01,225.1,129.7,215.8,111.3
census,810,18,24,0.01,0.01,477.1,196.4,334.4,146.9
census,810,20,8,0.01,0.01,458.0,197.5,315.9,165.6
census,810,22,14,0.01,0.01,393.9,163.8,158.4,141.9
census,810,24,14,0.01,0.01,584.3,269.9,988.7,213.9
census,810,26,16,0.01,0.01,522.2,159.1,443.6,300.2
census,810,28,15,0.01,0.01,621.3,277.6,315.6,151.6
census,810,30,9,0.01,0.01,374.0,210.0,172.5,84.7
census,810,32,11,0.01,0.01,419.5,311.2,278.6,162.6
census,810,34,12,0.01,0.01,656.9,156.8,181.4,40.2
census,810,36,13,0.01,0.01,299.8,159.0,434.0,243.1
census,810,38,12,0.01,0.01,162.1,124.6,427.7,282.4
census,810,40,14,0.01,0.01,409.4,148.8,553.7,413.7
census,810,42,9,0.01,0.01,506.0,163.2,346.5,109.9
census,810,44,17,0.01,0.01,533.2,284.5,321.2,227.6
census,810,46,15,0.01,0.01,368.9,290.8,196.3,81.3
census,810,48,20,0.01,0.01,1652.8,467.6,2461.6,341.7
census,810,50,40,0.01,0.01,3446.2,844.2,3746.5,509.6
census,810,52,11,0.01,0.01,322.0,156.2,1033.8,218.4
census,810,54,10,0.01,0.01,605.1,223.2,397.5,291.1
census,810,56,9,0.01,0.01,293.8,101.3,218.7,81.5
census,810,58,7,0.01,0.01,287.1,138.6,311.7,196.1
census,810,60,3,0.02,0.015,425.1,373.5,84.1,75.1
census,810,62,15,0.01,0.01,329.7,175.3,564.9,210.0
census,810,64,21,0.02,0.01,201.0,83.7,248.0,80.0
census,810,66,12,0.01,0.01,705.6,129.2,388.9,233.1
census,810,68,13,0.01,0.01,310.3,178.7,402.2,256.8
census,810,70,10,0.02,0.01,425.8,188.5,629.0,381.9
census,810,72,16,0.01,0.01,255.7,57.8,409.8,87.8
census,810,74,16,0.01,0.01,261.0,191.0,348.5,199.7
census,810,76,15,0.01,0.01,488.1,237.0,442.6,171.9
census,810,78,21,0.01,0.01,503.2,171.1,281.5,121.5
census,810,80,14,0.01,0.01,847.7,72.1,605.7,354.2
census,810,82,20,0.015,0.01,501.8,242.5,410.5,198.8
census,810,84,20,0.015,0.01,558.5,88.8,622.0,358.6
census,810,86,26,0.01,0.01,666.4,177.6,740.1,274.1
census,810,88,30,0.01,0.01,636.0,248.6,551.4,327.9
census,810,90,28,0.01,0.01,435.6,104.1,760.8,504.0
census,810,92,51,0.01,0.01,904.4,408.6,1092.1,590.2
census,810,94,51,0.01,0.01,905.3,470.3,2004.9,1272.8
census,810,96,107,0.01,0.01,1165.7,592.8,5822.2,2932.9
census,810,98,171,0.006,0.001,2089.4,924.6,2021.5,652.1
census,825,0,157,0.004,0.001,1772.8,705.6,2275.7,738.1
census,825,2,81,0.01,0.01,3873.7,1858.3,844.6,328.0
census,825,4,40,0.01,0.01,1597.9,816.9,582.8,266.5
census,825,6,39,0.01,0.01,946.7,412.2,528.9,361.4
census,825,8,22,0.01,0.01,481.4,282.7,623.0,261.5
census,825,10,19,0.01,0.01,464.5,296.5,278.3,157.6
census,825,12,19,0.02,0.01,640.8,323.3,450.5,150.1
census,825,14,16,0.01,0.01,554.4,254.2,410.1,126.3
census,825,16,16,0.01,0.01,538.0,355.2,458.7,276.2
census,825,18,16,0.01,0.01,438.1,129.8,294.7,180.4
census,825,20,11,0.01,0.01,229.2,93.2,373.9,92.6
census,825,22,16,0.025,0.01,630.1,102.7,301.4,126.9
census,825,24,9,0.01,0.01,581.3,404.1,373.2,138.1
census,825,26,11,0.01,0.01,204.4,135.0,417.7,47.2
census,825,28,11,0.01,0.01,321.0,245.7,275.0,178.3
census,825,30,13,0.01,0.01,204.6,145.2,270.5,141.2
census,825,32,8,0.01,0.01,277.5,176.5,201.9,142.1
census,825,34,13,0.01,0.01,479.6,200.3,449.6,337.1
census,825,36,13,0.01,0.01,223.6,105.1,214.0,70.0
census,825,38,13,0.02,0.01,305.0,157.7,702.8,110.0
census,825,40,6,0.045,0.0175,730.4,372.7,292.9,88.0
census,825,42,12,0.025,0.01,258.1,143.7,312.0,77.9
census,825,44,13,0.01,0.01,128.1,88.0,538.5,202.6
census,825,46,16,0.01,0.01,657.3,165.3,609.8,314.0
census,825,48,18,0.01,0.01,659.8,339.1,1952.7,191.4
census,825,50,41,0.01,0.01,3469.2,826.2,3731.8,361.4
census,825,52,14,0.01,0.01,369.7,163.4,385.5,244.5
census,825,54,14,0.01,0.01,575.3,97.6,242.0,94.8
census,825,56,15,0.01,0.01,322.5,206.5,305.3,162.4
census,825,58,4,0.01,0.01,1007.9,540.4,233.5,147.3
census,825,60,12,0.01,0.01,392.0,107.4,505.8,61.5
census,825,62,10,0.01,0.01,202.9,124.7,367.9,226.3
census,825,64,15,0.01,0.01,244.3,127.6,395.7,144.4
census,825,66,9,0.01,0.01,647.4,137.5,436.7,194.0
census,825,68,9,0.01,0.01,298.6,237.6,520.0,444.9
census,825,70,9,0.03,0.01,287.9,89.5,502.0,66.0
census,825,72,10,0.01,0.01,292.4,178.2,564.0,367.9
census,825,74,14,0.01,0.01,200.5,57.8,217.8,88.0
census,825,76,10,0.01,0.01,490.6,209.6,1083.0,771.3
census,825,78,14,0.01,0.01,644.8,92.7,416.4,167.6
census,825,80,16,0.01,0.01,479.3,268.0,540.7,211.1
census,825,82,14,0.01,0.01,713.1,322.8,390.1,265.8
census,825,84,23,0.01,0.01,304.4,119.0,327.6,133.0
census,825,86,22,0.025,0.01,215.4,98.9,488.3,193.8
census,825,88,29,0.01,0.01,665.2,417.9,486.0,221.4
census,825,90,23,0.01,0.01,573.8,393.0,1602.5,829.6
census,825,92,53,0.01,0.01,627.3,288.1,1003.0,463.2
census,825,94,61,0.01,0.01,576.3,198.8,1635.9,1064.1
census,825,96,92,0.01,0.01,1208.1,727.3,4902.6,2151.3
census,825,98,172,0.007,0.001,1762.4,717.4,1705.0,668.9
census,840,0,155,0.007,0.001,1780.0,610.4,2150.8,969.5
census,840,2,83,0.01,0.01,3984.4,1328.4,826.8,507.0
census,840,4,32,0.01,0.01,1736.3,967.0,486.8,176.4
census,840,6,31,0.01,0.01,896.3,424.7,548.7,362.1
census,840,8,25,0.02,0.01,858.0,310.1,492.0,248.5
census,840,10,25,0.01,0.01,544.6,257.3,265.0,89.2
census,840,12,15,0.02,0.01,759.1,349.7,206.9,110.5
census,840,14,19,0.01,0.01,512.0,249.8,321.8,195.2
census,840,16,13,0.02,0.01,473.0,304.8,650.5,185.9
census,840,18,14,0.01,0.01,359.9,92.2,244.5,83.7
census,840,20,13,0.01,0.01,425.3,167.7,409.8,76.9
census,840,22,15,0.01,0.01,440.1,308.4,225.0,128.9
census,840,24,10,0.01,0.01,300.1,121.9,428.5,143.2
census,840,26,10,0.01,0.01,162.2,154.5,371.6,306.7
census,840,28,16,0.01,0.01,378.4,255.0,338.8,159.3
census,840,30,9,0.01,0.01,433.5,96.0,251.0,98.7
census,840,32,9,0.01,0.01,316.8,217.8,459.3,101.1
census,840,34,7,0.01,0.01,222.3,96.5,156.9,105.9
census,840,36,5,0.01,0.01,94.1,90.0,170.0,50.0
census,840,38,10,0.01,0.01,294.2,203.7,210.9,95.4
census,840,40,10,0.015,0.01,257.3,211.1,487.1,234.1
census,840,42,6,0.03,0.0125,1146.1,407.5,529.5,345.3
census,840,44,15,0.01,0.01,411.6,176.3,286.2,131.7
census,840,46,9,0.01,0.01,800.5,410.4,702.4,513.0
census,840,48,17,0.01,0.01,1974.3,149.0,2535.6,339.0
census,840,50,37,0.01,0.01,3630.2,2322.2,3860.1,1331.1
census,840,52,13,0.01,0.01,243.1,135.0,234.0,144.8
census,840,54,13,0.01,0.01,305.2,163.7,244.1,129.9
census,840,56,18,0.01,0.01,164.2,88.3,227.5,141.3
census,840,58,16,0.01,0.01,281.2,207.8,317.4,191.7
census,840,60,7,0.01,0.01,880.2,539.4,472.9,193.0
census,840,62,6,0.01,0.01,444.0,343.2,642.2,295.0
census,840,64,7,0.02,0.01,278.0,151.1,449.0,104.5
census,840,66,8,0.015,0.01,296.6,90.4,494.3,332.6
census,840,68,16,0.05,0.0175,369.2,127.0,176.8,36.2
census,840,70,13,0.02,0.01,269.8,183.9,525.0,149.0
census,840,72,11,0.01,0.01,259.9,79.5,292.0,120.6
census,840,74,7,0.02,0.015,645.0,243.1,111.4,60.8
census,840,76,11,0.02,0.01,276.6,125.2,619.2,282.3
census,840,78,8,0.01,0.01,550.1,328.4,593.7,293.3
census,840,80,10,0.01,0.01,336.2,118.6,376.7,140.6
census,840,82,13,0.01,0.01,312.9,129.0,391.1,137.9
census,840,84,18,0.01,0.01,394.5,104.8,414.2,274.0
census,840,86,22,0.01,0.01,481.2,108.4,418.0,240.1
census,840,88,23,0.02,0.01,483.0,288.5,456.5,320.4
census,840,90,28,0.01,0.01,300.7,77.8,628.4,163.8
census,840,92,33,0.01,0.01,1010.4,379.0,985.2,536.0
census,840,94,57,0.01,0.01,817.3,376.2,1614.0,966.9
census,840,96,93,0.01,0.01,1097.3,626.0,4752.7,2072.1
census,840,98,170,0.007,0.001,1721.2,862.4,2027.1,928.9
census,845,0,148,0.007,0.001,1731.3,662.8,1610.1,758.8
census,845,2,75,0.01,0.01,4217.7,2001.2,917.7,367.5
census,845,4,32,0.01,0.01,1434.9,739.8,353.6,209.1
census,845,6,27,0.01,0.01,842.8,414.6,486.4,259.0
census,845,8,23,0.01,0.01,560.6,348.1,303.1,134.1
census,845,10,22,0.01,0.01,855.0,319.5,443.9,128.4
census,845,12,19,0.01,0.01,574.6,290.3,300.4,199.7
census,845,14,18,0.015,0.01,447.9,113.0,286.9,170.8
census,845,16,12,0.015,0.01,430.8,164.0,280.3,160.4
census,845,18,18,0.01,0.01,507.2,197.7,190.1,116.3
census,845,20,11,0.02,0.01,262.5,127.6,239.3,55.4
census,845,22,13,0.01,0.01,474.0,242.7,154.8,87.6
census,845,24,11,0.01,0.01,193.2,98.0,143.2,88.9
census,845,26,16,0.01,0.01,320.4,94.6,420.1,115.8
census,845,28,12,0.01,0.01,329.0,161.4,208.8,119.7
census,845,30,8,0.02,0.01,170.2,70.0,180.0,87.6
census,845,32,9,0.01,0.01,366.2,258.2,209.4,173.0
census,845,34,9,0.03,0.01,233.0,111.9,301.0,117.3
census,845,36,9,0.02,0.01,441.8,72.0,372.7,79.6
census,845,38,9,0.03,0.02,370.5,130.4,352.5,92.2
census,845,40,8,0.02,0.01,297.6,227.9,236.3,125.3
census,845,42,12,0.025,0.01,288.8,112.8,279.2,54.6
census,845,44,7,0.01,0.01,467.1,284.7,465.5,216.0
census,845,46,10,0.01,0.01,808.4,406.8,621.0,374.1
census,845,48,16,0.01,0.01,2541.8,429.5,2553.3,152.7
census,845,50,40,0.015,0.01,3446.2,793.1,3746.5,374.0
census,845,52,12,0.01,0.01,506.3,208.1,229.8,133.8
census,845,54,12,0.01,0.01,551.7,206.2,381.0,204.9
census,845,56,14,0.02,0.01,107.5,62.4,296.1,112.1
census,845,58,8,0.01,0.01,343.9,161.9,292.5,145.8
census,845,60,5,0.02,0.01,81.6,68.0,606.0,416.6
census,845,62,11,0.01,0.01,255.2,134.3,202.2,146.7
census,845,64,14,0.01,0.01,255.9,175.1,338.4,194.8
census,845,66,10,0.015,0.01,178.1,103.1,69.0,61.9
census,845,68,11,0.02,0.01,173.6,165.8,256.1,147.8
census,845,70,4,0.045,0.0175,147.1,37.5,240.8,73.7
census,845,72,7,0.01,0.01,337.5,178.1,88.2,71.1
census,845,74,9,0.01,0.01,585.9,273.6,154.1,107.3
census,845,76,14,0.015,0.01,381.0,121.5,691.8,191.9
census,845,78,9,0.01,0.01,183.0,117.0,190.0,105.3
census,845,80,10,0.015,0.01,166.2,45.3,355.1,182.8
census,845,82,11,0.01,0.01,200.7,103.0,178.0,58.6
census,845,84,22,0.01,0.01,240.6,120.7,303.0,148.7
census,845,86,18,0.015,0.01,429.7,158.2,393.4,173.0
census,845,88,26,0.01,0.01,280.5,83.2,476.5,235.8
census,845,90,21,0.01,0.01,444.7,139.8,951.5,450.0
census,845,92,31,0.01,0.01,392.9,122.6,760.0,412.4
census,845,94,37,0.01,0.01,757.8,503.5,1498.7,683.1
census,845,96,98,0.01,0.01,1107.2,469.3,4152.2,2083.8
census,845,98,167,0.007,0.001,1379.3,645.6,1700.0,619.8
census,850,0,146,0.007,0.001,1646.2,593.8,2268.8,1004.4
census,850,2,61,0.01,0.01,3001.2,1185.6,776.5,254.0
census,850,4,46,0.01,0.01,1701.0,1008.5,406.8,284.7
census,850,6,29,0.01,0.01,948.9,562.2,491.0,211.6
census,850,8,24,0.01,0.01,646.1,315.3,521.1,215.0
census,850,10,14,0.01,0.01,1284.1,363.0,544.3,192.0
census,850,12,19,0.01,0.01,269.5,169.2,259.4,178.1
census,850,14,17,0.02,0.01,490.0,141.5,288.0,156.7
census,850,16,15,0.01,0.01,366.4,226.2,328.2,267.8
census,850,18,15,0.02,0.01,192.0,138.6,175.1,79.5
census,850,20,9,0.01,0.01,89.9,35.0,207.5,75.0
census,850,22,17,0.02,0.01,231.0,139.6,295.7,118.0
census,850,24,15,0.01,0.01,233.8,78.2,170.6,80.9
census,850,26,5,0.01,0.01,577.0,154.1,77.5,45.0
census,850,28,7,0.01,0.01,198.6,138.5,104.2,86.4
census,850,30,13,0.01,0.01,347.2,169.2,343.0,186.6
census,850,32,8,0.01,0.01,633.2,350.7,458.8,192.2
census,850,34,12,0.01,0.01,273.8,168.4,214.0,157.1
census,850,36,8,0.015,0.01,274.8,165.1,123.4,94.2
census,850,38,15,0.02,0.01,550.6,145.7,299.0,135.4
census,850,40,12,0.02,0.01,747.9,266.6,471.7,83.7
census,850,42,2,0.01,0.01,474.6,320.7,235.7,130.9
census,850,44,6,0.01,0.01,167.4,34.5,87.7,53.3
census,850,46,12,0.01,0.01,894.5,390.6,324.8,216.4
census,850,48,15,0.01,0.01,1974.3,447.0,2571.0,652.6
census,850,50,32,0.02,0.01,3803.0,2891.0,4324.0,3221.4
census,850,52,12,0.01,0.01,428.9,207.8,426.0,196.0
census,850,54,17,0.01,0.01,124.6,45.2,258.7,148.8
census,850,56,11,0.01,0.01,89.4,61.2,172.0,100.3
census,850,58,9,0.01,0.01,250.2,63.7,287.3,228.0
census,850,60,9,0.01,0.01,587.8,282.5,167.6,65.0
census,850,62,6,0.01,0.01,1236.7,551.9,216.2,91.1
census,850,64,10,0.01,0.01,213.7,105.8,163.7,103.3
census,850,66,5,0.02,0.01,130.9,78.2,726.7,82.8
census,850,68,10,0.025,0.01,181.7,108.6,183.5,121.8
census,850,70,13,0.01,0.01,248.2,234.0,135.3,89.1
census,850,72,4,0.01,0.01,277.7,203.8,574.1,220.8
census,850,74,10,0.01,0.01,281.7,241.2,297.0,192.7
census,850,76,12,0.015,0.01,487.5,389.2,346.3,196.8
census,850,78,9,0.01,0.01,335.8,220.8,332.5,75.0
census,850,80,10,0.01,0.01,633.0,269.2,177.8,137.1
census,850,82,14,0.01,0.01,216.2,73.1,316.2,257.2
census,850,84,21,0.03,0.012,244.3,45.0,774.0,439.3
census,850,86,10,0.01,0.01,409.2,374.3,222.1,159.4
census,850,88,24,0.01,0.01,260.1,97.8,435.3,201.4
census,850,90,26,0.025,0.01,367.1,139.8,467.0,331.1
census,850,92,32,0.01,0.01,559.4,123.4,1160.0,632.0
census,850,94,38,0.01,0.01,791.2,440.6,1277.7,716.3
census,850,96,86,0.01,0.01,927.0,526.0,4026.0,2076.1
census,850,98,155,0.008,0.001,1528.1,717.3,1734.3,601.5
census,855,0,138,0.008,0.001,1593.3,583.0,2193.5,767.3
census,855,2,62,0.01,0.01,2794.2,1025.3,671.9,337.3
census,855,4,38,0.01,0.01,1482.4,739.4,392.0,168.5
census,855,6,28,0.01,0.01,1216.3,615.3,649.0,299.8
census,855,8,22,0.015,0.01,520.9,263.0,263.3,157.8
census,855,10,21,0.01,0.01,723.0,242.9,376.6,61.0
census,855,12,21,0.01,0.01,349.4,161.0,340.3,159.3
census,855,14,16,0.01,0.01,499.9,273.5,293.6,114.2
census,855,16,19,0.01,0.01,256.0,179.6,245.0,144.9
census,855,18,9,0.01,0.01,516.0,476.8,125.0,69.1
census,855,20,8,0.02,0.01,240.1,177.7,149.0,92.1
census,855,22,10,0.01,0.01,159.1,101.9,219.7,141.9
census,855,24,19,0.01,0.01,112.7,61.9,362.3,120.9
census,855,26,6,0.01,0.01,185.9,148.9,313.9,249.0
census,855,28,10,0.01,0.01,241.1,115.0,122.6,71.5
census,855,30,10,0.01,0.01,277.4,207.4,257.0,147.9
census,855,32,12,0.01,0.01,302.3,93.3,225.4,127.9
census,855,34,8,0.01,0.01,316.8,220.8,154.9,67.2
census,855,36,7,0.02,0.01,390.9,155.8,230.0,113.0
census,855,38,3,0.08,0.045,110.5,74.1,61.0,58.0
census,855,40,7,0.01,0.01,664.8,479.7,322.0,249.4
census,855,42,12,0.01,0.01,313.5,185.9,254.6,106.7
census,855,44,5,0.01,0.01,140.5,116.3,186.4,100.0
census,855,46,13,0.01,0.01,460.8,161.6,198.0,85.0
census,855,48,19,0.01,0.01,1469.7,164.0,2535.6,585.5
census,855,50,33,0.01,0.01,3737.7,2903.6,4260.0,3114.1
census,855,52,8,0.01,0.01,466.7,356.2,229.8,154.4
census,855,54,6,0.01,0.01,203.0,74.5,276.3,270.6
census,855,56,17,0.02,0.01,165.0,78.9,203.6,94.0
census,855,58,8,0.01,0.01,377.9,224.7,213.5,113.3
census,855,60,3,0.08,0.045,80.5,73.3,181.0,109.0
census,855,62,5,0.02,0.02,216.7,48.0,771.0,65.0
census,855,64,11,0.01,0.01,345.7,171.5,195.3,113.7
census,855,66,10,0.01,0.01,219.8,118.2,248.4,125.8
census,855,68,11,0.01,0.01,110.1,33.7,115.4,91.2
census,855,70,10,0.01,0.01,342.8,129.0,137.7,70.6
census,855,72,11,0.01,0.01,382.5,190.5,160.2,94.4
census,855,74,5,0.08,0.01,185.0,131.9,304.0,55.5
census,855,76,11,0.01,0.01,649.9,532.3,780.0,344.9
census,855,78,9,0.01,0.01,296.0,236.0,193.3,95.8
census,855,80,16,0.01,0.01,270.4,114.9,214.3,124.5
census,855,82,8,0.01,0.01,229.4,163.4,328.4,170.6
census,855,84,14,0.025,0.01,191.2,75.6,622.5,237.0
census,855,86,20,0.01,0.01,250.8,92.8,374.2,194.0
census,855,88,22,0.01,0.01,282.1,124.5,634.3,224.5
census,855,90,16,0.01,0.01,328.0,137.2,587.5,126.3
census,855,92,32,0.01,0.01,573.7,127.7,1199.6,494.8
census,855,94,34,0.01,0.01,466.7,162.9,1227.3,515.7
census,855,96,89,0.01,0.01,1036.0,449.0,3731.3,1747.1
census,855,98,165,0.008,0.001,1765.6,807.5,1519.6,717.3
census,860,0,133,0.007,0.001,1165.4,498.5,2291.0,854.5
census,860,2,59,0.01,0.01,3507.8,1100.7,736.3,373.9
census,860,4,40,0.01,0.01,1590.8,741.7,468.0,310.0
census,860,6,28,0.01,0.01,864.4,359.7,354.8,145.3
census,860,8,25,0.01,0.01,608.9,345.0,253.0,153.5
census,860,10,20,0.01,0.01,415.9,184.6,324.3,133.5
census,860,12,13,0.01,0.01,725.6,276.5,242.7,64.8
census,860,14,15,0.01,0.01,361.3,205.0,241.2,192.9
census,860,16,25,0.01,0.01,391.5,186.5,199.9,120.9
census,860,18,8,0.02,0.01,170.2,49.4,175.4,53.8
census,860,20,8,0.02,0.01,305.1,187.3,152.8,63.4
census,860,22,8,0.025,0.0175,264.1,193.4,600.5,290.1
census,860,24,13,0.01,0.01,292.5,84.0,139.3,64.0
census,860,26,4,0.015,0.01,414.5,304.9,62.2,34.3
census,860,28,5,0.04,0.02,119.0,66.5,140.8,118.1
census,860,30,12,0.01,0.01,334.5,256.4,97.1,61.8
census,860,32,9,0.01,0.01,315.6,167.5,253.3,95.7
census,860,34,3,0.01,0.01,130.6,117.0,233.7,150.3
census,860,36,10,0.05,0.025,124.6,64.2,178.0,81.1
census,860,38,8,0.01,0.01,470.9,352.2,260.3,172.1
census,860,40,6,0.025,0.01,459.1,269.6,283.4,112.0
census,860,42,12,0.01,0.01,188.8,128.1,110.7,47.3
census,860,44,7,0.01,0.01,362.5,267.5,175.9,141.9
census,860,46,9,0.01,0.01,431.5,135.7,509.0,323.0
census,860,48,15,0.01,0.01,2907.9,407.0,2571.0,290.4
census,860,50,35,0.01,0.01,3669.0,2532.0,3941.1,2487.6
census,860,52,11,0.01,0.01,515.2,163.4,292.0,170.3
census,860,54,7,0.01,0.01,133.9,117.3,283.5,128.2
census,860,56,13,0.01,0.01,369.7,139.7,177.5,90.3
census,860,58,5,0.01,0.01,501.0,490.8,93.1,73.3
census,860,60,11,0.01,0.01,244.8,83.9,87.8,67.6
census,860,62,13,0.03,0.02,156.3,49.1,288.5,91.9
census,860,64,7,0.01,0.01,195.2,144.5,317.5,176.3
census,860,66,7,0.04,0.01,399.9,317.7,184.0,126.0
census,860,68,9,0.01,0.01,223.6,169.7,211.7,129.0
census,860,70,8,0.015,0.01,179.2,86.3,365.0,159.5
census,860,72,12,0.01,0.01,286.8,175.6,257.8,115.6
census,860,74,5,0.02,0.01,603.6,150.0,128.7,36.6
census,860,76,13,0.02,0.01,649.9,229.0,240.0,138.7
census,860,78,11,0.02,0.01,438.0,126.0,249.3,56.5
census,860,80,11,0.01,0.01,192.4,39.8,144.9,106.7
census,860,82,13,0.01,0.01,209.8,123.3,761.0,157.0
census,860,84,9,0.04,0.01,264.8,89.0,133.1,47.0
census,860,86,11,0.01,0.01,716.8,325.6,530.0,252.3
census,860,88,21,0.01,0.01,148.0,60.0,564.5,210.3
census,860,90,21,0.01,0.01,293.0,117.2,348.9,227.7
census,860,92,26,0.01,0.01,489.8,305.0,1279.9,420.9
census,860,94,32,0.01,0.01,470.2,144.7,924.6,491.5
census,860,96,90,0.01,0.01,951.0,464.8,3211.9,1303.5
census,860,98,165,0.008,0.001,1744.7,850.9,1435.8,480.0
census,865,0,124,0.008,0.001,1002.5,338.2,1827.9,479.7
census,865,2,66,0.01,0.01,3673.4,1375.6,595.5,285.3
census,865,4,27,0.01,0.01,1470.1,619.6,524.3,325.4
census,865,6,28,0.01,0.01,777.8,484.1,366.2,230.1
census,865,8,23,0.02,0.01,468.2,286.4,366.4,138.9
census,865,10,20,0.01,0.01,462.0,273.9,285.7,143.9
census,865,12,11,0.01,0.01,307.7,221.4,268.4,204.5
census,865,14,12,0.015,0.01,313.6,183.6,277.3,136.8
census,865,16,15,0.02,0.01,215.0,105.5,174.6,60.8
census,865,18,9,0.02,0.01,121.7,44.0,180.0,66.1
census,865,20,10,0.02,0.01,187.9,116.7,266.9,161.1
census,865,22,13,0.01,0.01,296.9,89.0,347.6,152.1
census,865,24,14,0.025,0.01,273.0,92.2,143.1,52.1
census,865,26,6,0.01,0.01,328.3,84.6,146.5,98.1
census,865,28,6,0.015,0.01,405.5,259.5,141.4,54.3
census,865,30,9,0.01,0.01,125.9,84.2,151.5,80.0
census,865,32,7,0.01,0.01,186.7,141.0,219.6,168.6
census,865,34,5,0.01,0.01,255.8,153.8,232.8,43.0
census,865,36,12,0.01,0.01,257.0,127.1,153.9,74.0
census,865,38,7,0.01,0.01,135.0,93.0,188.0,97.8
census,865,40,7,0.02,0.01,265.9,202.5,197.2,107.7
census,865,42,8,0.01,0.01,247.5,166.6,537.1,296.9
census,865,44,8,0.01,0.01,336.5,176.9,756.3,239.8
census,865,46,10,0.01,0.01,278.4,171.5,273.5,131.5
census,865,48,15,0.01,0.01,1974.3,478.1,2785.7,287.0
census,865,50,35,0.02,0.01,3669.0,2532.0,3941.1,2487.6
census,865,52,11,0.01,0.01,506.8,339.6,225.6,72.1
census,865,54,10,0.01,0.01,511.6,130.4,341.0,246.7
census,865,56,10,0.015,0.01,262.7,117.3,207.8,101.4
census,865,58,8,0.01,0.01,332.1,201.4,504.7,261.5
census,865,60,7,0.01,0.01,129.0,55.9,82.0,42.5
census,865,62,5,0.01,0.01,360.9,35.0,153.2,67.5
census,865,64,8,0.01,0.01,154.9,105.9,266.2,166.9
census,865,66,6,0.015,0.01,386.3,274.4,129.2,65.3
census,865,68,8,0.01,0.01,183.4,122.1,110.2,72.2
census,865,70,9,0.01,0.01,295.4,84.3,353.7,212.0
census,865,72,6,0.04,0.0225,271.5,98.8,224.7,84.3
census,865,74,6,0.01,0.01,235.9,192.4,322.3,200.5
census,865,76,7,0.02,0.015,404.8,361.2,201.5,88.2
census,865,78,13,0.02,0.01,96.5,53.0,319.6,103.7
census,865,80,11,0.01,0.01,294.0,217.5,312.5,163.1
census,865,82,14,0.01,0.01,213.7,122.4,723.8,147.7
census,865,84,11,0.01,0.01,433.5,300.0,232.4,154.3
census,865,86,4,0.04,0.01,77.5,23.8,463.3,216.2
census,865,88,18,0.01,0.01,368.9,140.9,418.6,221.5
census,865,90,14,0.01,0.01,414.3,95.9,361.3,141.5
census,865,92,29,0.01,0.01,500.6,134.0,511.8,262.4
census,865,94,41,0.01,0.01,418.1,158.0,1585.5,622.7
census,865,96,68,0.01,0.01,892.8,437.6,2944.7,1547.0
census,865,98,162,0.0085,0.001,1684.8,771.9,1541.0,497.0
census,870,0,106,0.0075,0.001,1221.8,420.9,1821.1,527.0
census,870,2,75,0.01,0.01,3780.2,1354.2,615.8,374.5
census,870,4,39,0.01,0.01,1208.0,467.1,288.2,108.9
census,870,6,23,0.02,0.01,702.2,374.3,332.3,176.4
census,870,8,25,0.02,0.01,726.0,226.4,178.9,83.0
census,870,10,13,0.01,0.01,302.0,148.1,307.5,157.8
census,870,12,12,0.025,0.01,161.6,94.2,86.3,52.2
census,870,14,14,0.015,0.01,444.4,256.3,324.8,117.5
census,870,16,8,0.01,0.0087,249.5,140.4,206.6,55.2
census,870,18,17,0.02,0.01,459.0,285.9,167.4,103.9
census,870,20,7,0.01,0.01,100.0,83.5,254.1,184.6
census,870,22,6,0.025,0.0125,209.7,99.6,157.5,72.3
census,870,24,7,0.03,0.01,351.0,141.5,528.0,190.6
census,870,26,9,0.01,0.01,310.3,75.0,182.0,46.0
census,870,28,7,0.01,0.01,351.1,297.2,227.6,110.6
census,870,30,7,0.01,0.01,329.8,158.7,258.0,85.5
census,870,32,9,0.02,0.02,420.9,106.0,128.3,83.4
census,870,34,4,0.01,0.01,178.2,113.1,190.0,139.8
census,870,36,7,0.04,0.01,465.7,171.7,160.0,128.1
census,870,38,6,0.01,0.01,249.8,109.2,225.9,130.4
census,870,40,8,0.02,0.01,156.6,93.4,184.7,113.5
census,870,42,8,0.01,0.01,364.2,247.8,195.9,71.1
census,870,44,5,0.01,0.01,322.5,70.6,75.0,27.0
census,870,46,8,0.01,0.01,356.7,140.0,291.9,158.7
census,870,48,21,0.01,0.01,1258.9,346.5,721.5,154.6
census,870,50,37,0.02,0.01,3669.0,2395.8,3860.1,1331.1
