month,t_sec,band_c,n,med_spread,p90_spread,med_top3_bid,p90_top3_bid,med_top3_ask,p90_top3_ask
btc-updown-15m-1774323000,0.2,20,2,609.58,831.644,1053.7,1154.7,0.8,0.8
btc-updown-15m-1774323000,0.21,20,2,1110.26,1681.604,1281.0,1820.6,0.8,0.8
btc-updown-15m-1774323000,0.25,24,5,648.67,826.578,1590.6,1881.8,0.7,0.7
btc-updown-15m-1774323000,0.26,26,2,1019.11,1055.198,945.3,1547.4,0.7,0.7
btc-updown-15m-1774323000,0.27,26,4,1031.235,1187.777,1209.6,1402.2,0.7,0.7
btc-updown-15m-1774323000,0.29,28,1,762.08,762.08,2386.0,2386.0,0.7,0.7
btc-updown-15m-1774323000,0.3,30,1,1340.1,1340.1,739.5,739.5,0.7,0.7
btc-updown-15m-1774323000,0.33,32,1,596.46,596.46,705.0,705.0,0.7,0.7
btc-updown-15m-1774323000,0.34,34,1,314.62,314.62,1922.4,1922.4,0.7,0.7
btc-updown-15m-1774323000,0.38,38,1,1628.11,1628.11,1028.7,1028.7,0.6,0.6
btc-updown-15m-1774323000,0.4,40,2,1318.395,1402.703,1472.1,1903.5,0.6,0.6
btc-updown-15m-1774323000,0.42,42,1,1146.83,1146.83,1152.4,1152.4,0.6,0.6
btc-updown-15m-1774323000,0.44,44,1,309.74,309.74,2086.9,2086.9,0.6,0.6
btc-updown-15m-1774323000,0.45,44,1,351.15,351.15,200.2,200.2,0.5,0.5
btc-updown-15m-1774323000,0.48,48,1,247.47,247.47,462.4,462.4,0.5,0.5
btc-updown-15m-1774323000,0.49,48,1,956.75,956.75,1128.4,1128.4,0.5,0.5
btc-updown-15m-1774333800,0.45,46,1,426.62,426.62,246.8,246.8,0.5,0.5
btc-updown-15m-1774333800,0.56,56,1,690.65,690.65,1109.3,1109.3,0.4,0.4
btc-updown-15m-1774333800,0.63,64,1,690.73,690.73,488.5,488.5,0.4,0.4
btc-updown-15m-1774333800,0.68,68,1,566.55,566.55,1958.4,1958.4,0.3,0.3
btc-updown-15m-1774333800,0.69,68,1,704.22,704.22,1735.8,1735.8,0.3,0.3
btc-updown-15m-1774333800,0.72,72,3,601.07,1173.006,1155.4,1173.9,0.3,0.3
btc-updown-15m-1774333800,0.73,72,3,241.89,673.866,1412.2,1667.2,0.3,0.3
btc-updown-15m-1774333800,0.74,74,1,2147.68,2147.68,576.1,576.1,0.3,0.3
btc-updown-15m-1774333800,0.75,74,1,1376.66,1376.66,1093.5,1093.5,0.2,0.2
btc-updown-15m-1774333800,0.76,76,3,624.07,817.454,688.6,1275.8,0.2,0.2
btc-updown-15m-1774333800,0.77,76,2,415.545,549.997,1223.1,1470.9,0.2,0.2
btc-updown-15m-1774333800,0.78,78,3,609.76,1073.96,1021.2,1542.0,0.2,0.2
btc-updown-15m-1774333800,0.79,78,4,982.895,1354.393,704.6,1190.7,0.2,0.2
btc-updown-15m-1774333800,0.8,80,5,563.71,651.492,1040.0,1543.5,0.2,0.2
btc-updown-15m-1774333800,0.81,80,1,431.53,431.53,1344.9,1344.9,0.2,0.2
btc-updown-15m-1774333800,0.82,82,3,354.97,528.594,1493.1,1667.1,0.2,0.2
btc-updown-15m-1774333800,0.83,82,1,458.2,458.2,1112.3,1112.3,0.2,0.2
btc-updown-15m-1774333800,0.84,84,2,474.19,525.102,1386.7,1413.8,0.2,0.2
btc-updown-15m-1774333800,0.85,86,1,484.41,484.41,2046.6,2046.6,0.1,0.1
btc-updown-15m-1774333800,0.87,86,3,364.76,365.376,1934.4,2226.4,0.1,0.1
btc-updown-15m-1774333800,0.9,90,1,451.88,451.88,1462.8,1462.8,0.1,0.1
btc-updown-15m-1774333800,0.91,90,1,229.69,229.69,682.1,682.1,0.1,0.1
btc-updown-15m-1774333800,0.91,92,1,694.64,694.64,2535.0,2535.0,0.1,0.1
btc-updown-15m-1774333800,0.92,92,1,652.77,652.77,1980.6,1980.6,0.1,0.1
btc-updown-15m-1774333800,0.95,94,1,835.92,835.92,1751.6,1751.6,0.0,0.0
btc-updown-15m-1774344600,0.36,36,1,774.16,774.16,1364.1,1364.1,0.6,0.6
btc-updown-15m-1774344600,0.42,42,1,489.17,489.17,3229.0,3229.0,0.6,0.6
btc-updown-15m-1774344600,0.43,42,1,1504.99,1504.99,638.7,638.7,0.6,0.6
btc-updown-15m-1774344600,0.44,44,1,890.95,890.95,2033.5,2033.5,0.6,0.6
btc-updown-15m-1774344600,0.45,44,1,1802.35,1802.35,1826.0,1826.0,0.5,0.5
btc-updown-15m-1774344600,0.46,46,2,1077.165,1697.241,1528.5,2166.7,0.5,0.5
btc-updown-15m-1774344600,0.47,46,1,3201.2,3201.2,1468.1,1468.1,0.5,0.5
btc-updown-15m-1774344600,0.5,50,2,1838.195,2083.535,1718.6,2684.7,0.5,0.5
btc-updown-15m-1774344600,0.51,50,1,2039.99,2039.99,692.2,692.2,0.5,0.5
btc-updown-15m-1774344600,0.52,52,1,1844.53,1844.53,797.8,797.8,0.5,0.5
btc-updown-15m-1774344600,0.55,54,1,1567.98,1567.98,1691.8,1691.8,0.4,0.4
btc-updown-15m-1774344600,0.56,56,1,2025.08,2025.08,372.6,372.6,0.4,0.4
btc-updown-15m-1774344600,0.57,56,1,3462.64,3462.64,1676.2,1676.2,0.4,0.4
btc-updown-15m-1774344600,0.58,58,1,1393.57,1393.57,522.7,522.7,0.4,0.4
btc-updown-15m-1774344600,0.59,58,1,2340.16,2340.16,1693.2,1693.2,0.4,0.4
btc-updown-15m-1774344600,0.6,60,2,1652.955,1656.151,1681.8,1682.9,0.4,0.4
btc-updown-15m-1774344600,0.63,62,1,1890.51,1890.51,2289.8,2289.8,0.4,0.4
btc-updown-15m-1774344600,0.64,64,1,2531.26,2531.26,1568.2,1568.2,0.4,0.4
btc-updown-15m-1774344600,0.66,66,1,681.88,681.88,2920.0,2920.0,0.3,0.3
btc-updown-15m-1774344600,0.67,66,4,843.37,1660.808,2161.3,2850.6,0.3,0.3
btc-updown-15m-1774344600,0.68,68,1,1242.42,1242.42,1365.7,1365.7,0.3,0.3
btc-updown-15m-1774344600,0.69,68,3,1578.13,1825.354,1563.2,1664.8,0.3,0.3
btc-updown-15m-1774344600,0.7,70,1,1199.09,1199.09,139.0,139.0,0.3,0.3
btc-updown-15m-1774344600,0.71,70,1,1400.61,1400.61,1475.1,1475.1,0.3,0.3
btc-updown-15m-1774344600,0.73,72,1,1684.18,1684.18,1293.2,1293.2,0.3,0.3
btc-updown-15m-1774344600,0.74,74,2,1303.365,1627.665,1753.2,1763.9,0.3,0.3
btc-updown-15m-1774344600,0.75,74,1,208.26,208.26,1685.8,1685.8,0.2,0.2
btc-updown-15m-1774344600,0.77,76,1,1797.92,1797.92,700.7,700.7,0.2,0.2
btc-updown-15m-1774344600,0.78,78,1,507.85,507.85,4072.1,4072.1,0.2,0.2
btc-updown-15m-1774344600,0.84,84,1,1107.01,1107.01,2016.0,2016.0,0.2,0.2
btc-updown-15m-1774344600,0.85,84,1,680.16,680.16,352.3,352.3,0.1,0.1
btc-updown-15m-1774344600,0.9,90,1,479.39,479.39,1428.9,1428.9,0.1,0.1
btc-updown-15m-1774344600,0.92,92,1,2295.04,2295.04,1554.3,1554.3,0.1,0.1
btc-updown-15m-1774344600,0.96,96,1,2909.56,2909.56,4772.0,4772.0,0.0,0.0
btc-updown-15m-1774344600,0.97,96,1,2441.44,2441.44,5862.1,5862.1,0.0,0.0
btc-updown-15m-1774344600,0.98,98,4,4004.67,5807.396,1397.9,2549.9,0.0,0.0
btc-updown-15m-1774344600,0.998,98,1,3448.37,3448.37,1407.6,1407.6,0.0,0.0
btc-updown-15m-1774355400,0.001,0,1,568.74,568.74,2364.8,2364.8,1.0,1.0
btc-updown-15m-1774355400,0.002,0,3,18714.06,18895.068,3168.3,4057.7,1.0,1.0
btc-updown-15m-1774355400,0.004,0,1,18793.44,18793.44,412.3,412.3,1.0,1.0
btc-updown-15m-1774355400,0.01,0,18,2678.895,6876.627,2380.0,3693.7,1.0,1.0
btc-updown-15m-1774355400,0.02,2,1,4311.21,4311.21,3240.2,3240.2,1.0,1.0
btc-updown-15m-1774355400,0.03,2,4,10817.77,14183.103,1866.4,2646.9,1.0,1.0
btc-updown-15m-1774355400,0.04,4,1,6245.34,6245.34,1376.9,1376.9,1.0,1.0
btc-updown-15m-1774355400,0.05,4,1,3795.82,3795.82,2019.5,2019.5,0.9,0.9
btc-updown-15m-1774355400,0.06,6,2,1358.89,2349.378,1020.8,1028.8,0.9,0.9
btc-updown-15m-1774355400,0.07,6,4,1932.77,3406.192,2015.9,2566.0,0.9,0.9
btc-updown-15m-1774355400,0.08,8,3,1868.64,2066.96,1460.8,1776.7,0.9,0.9
btc-updown-15m-1774355400,0.09,8,1,1795.0,1795.0,1911.6,1911.6,0.9,0.9
btc-updown-15m-1774355400,0.1,10,3,2087.69,2524.738,1632.5,1830.5,0.9,0.9
btc-updown-15m-1774355400,0.13,12,1,623.39,623.39,2281.8,2281.8,0.9,0.9
btc-updown-15m-1774355400,0.17,16,1,1866.36,1866.36,984.6,984.6,0.8,0.8
btc-updown-15m-1774355400,0.27,26,1,1795.97,1795.97,894.8,894.8,0.7,0.7
btc-updown-15m-1774355400,0.31,30,1,1058.25,1058.25,1127.7,1127.7,0.7,0.7
btc-updown-15m-1774355400,0.32,32,1,1779.14,1779.14,886.1,886.1,0.7,0.7
btc-updown-15m-1774355400,0.33,32,2,959.93,1105.466,1219.3,1470.1,0.7,0.7
btc-updown-15m-1774355400,0.37,36,1,235.23,235.23,2463.2,2463.2,0.6,0.6
btc-updown-15m-1774355400,0.38,38,2,1983.79,2060.126,661.5,683.5,0.6,0.6
btc-updown-15m-1774355400,0.39,38,2,463.455,471.755,1752.1,1814.0,0.6,0.6
btc-updown-15m-1774355400,0.41,40,1,122.47,122.47,2844.4,2844.4,0.6,0.6
btc-updown-15m-1774355400,0.42,42,1,727.87,727.87,1024.5,1024.5,0.6,0.6
btc-updown-15m-1774355400,0.51,52,1,674.87,674.87,652.3,652.3,0.5,0.5
btc-updown-15m-1774366200,0.15,14,1,3695.07,3695.07,5511.8,5511.8,0.8,0.8
btc-updown-15m-1774366200,0.16,16,2,4199.845,4625.425,3103.0,4325.5,0.8,0.8
btc-updown-15m-1774366200,0.17,16,1,3375.26,3375.26,6579.4,6579.4,0.8,0.8
btc-updown-15m-1774366200,0.18,18,2,4297.435,4369.407,4274.7,4471.9,0.8,0.8
btc-updown-15m-1774366200,0.19,18,1,4646.85,4646.85,1418.8,1418.8,0.8,0.8
btc-updown-15m-1774366200,0.24,24,1,4410.16,4410.16,4071.2,4071.2,0.8,0.8
btc-updown-15m-1774366200,0.25,24,2,4161.61,4702.962,3025.9,4619.0,0.7,0.7
btc-updown-15m-1774366200,0.26,26,3,2174.88,4163.064,1680.9,1915.6,0.7,0.7
btc-updown-15m-1774366200,0.27,26,4,3489.77,4458.802,3907.2,3993.6,0.7,0.7
btc-updown-15m-1774366200,0.28,28,3,2459.36,5118.504,1654.9,1666.5,0.7,0.7
btc-updown-15m-1774366200,0.3,30,3,3860.08,4568.28,3799.6,3951.4,0.7,0.7
btc-updown-15m-1774366200,0.32,32,3,4755.18,5142.38,3791.2,4027.0,0.7,0.7
btc-updown-15m-1774366200,0.42,42,1,3015.98,3015.98,976.8,976.8,0.6,0.6
btc-updown-15m-1774366200,0.44,44,2,566.375,746.563,1229.0,1678.6,0.6,0.6
btc-updown-15m-1774366200,0.45,44,1,3775.48,3775.48,4055.0,4055.0,0.5,0.5
btc-updown-15m-1774366200,0.45,46,1,183.26,183.26,708.0,708.0,0.5,0.5
btc-updown-15m-1774366200,0.48,48,2,628.62,963.94,865.3,1343.1,0.5,0.5
btc-updown-15m-1774366200,0.51,50,2,4144.64,4450.48,2713.0,4024.8,0.5,0.5
btc-updown-15m-1774366200,0.53,52,2,1423.04,2020.752,938.8,1000.0,0.5,0.5
btc-updown-15m-1774366200,0.54,54,1,1626.57,1626.57,945.6,945.6,0.5,0.5
btc-updown-15m-1774366200,0.55,56,1,186.0,186.0,73.0,73.0,0.4,0.4
btc-updown-15m-1774366200,0.62,62,1,588.69,588.69,113.6,113.6,0.4,0.4
btc-updown-15m-1774366200,0.63,62,2,1369.4,1538.176,1890.2,2095.0,0.4,0.4
btc-updown-15m-1774366200,0.65,64,2,828.755,837.935,1037.7,1363.4,0.3,0.3
btc-updown-15m-1774366200,0.67,66,2,839.81,925.138,588.6,803.9,0.3,0.3
btc-updown-15m-1774366200,0.68,68,1,406.51,406.51,2174.6,2174.6,0.3,0.3
btc-updown-15m-1774366200,0.71,70,1,356.09,356.09,2421.7,2421.7,0.3,0.3
btc-updown-15m-1774366200,0.72,72,3,1831.85,1857.61,1073.0,2429.2,0.3,0.3
btc-updown-15m-1774366200,0.73,72,1,815.69,815.69,1535.6,1535.6,0.3,0.3
btc-updown-15m-1774366200,0.75,74,1,1068.71,1068.71,1951.8,1951.8,0.2,0.2
btc-updown-15m-1774366200,0.77,76,2,1649.205,1804.441,818.3,1131.0,0.2,0.2
btc-updown-15m-1774366200,0.79,78,2,1072.6,1192.096,1042.2,1224.5,0.2,0.2
btc-updown-15m-1774366200,0.8,80,1,1880.7,1880.7,1349.4,1349.4,0.2,0.2
btc-updown-15m-1774366200,0.81,80,1,1107.09,1107.09,905.8,905.8,0.2,0.2
btc-updown-15m-1774366200,0.82,82,1,1339.52,1339.52,467.8,467.8,0.2,0.2
btc-updown-15m-1774377000,0.4,40,1,705.35,705.35,2452.3,2452.3,0.6,0.6
btc-updown-15m-1774377000,0.46,46,1,506.89,506.89,421.0,421.0,0.5,0.5
btc-updown-15m-1774377000,0.47,46,1,742.56,742.56,1812.4,1812.4,0.5,0.5
btc-updown-15m-1774377000,0.48,48,1,593.77,593.77,2798.8,2798.8,0.5,0.5
btc-updown-15m-1774377000,0.49,48,1,1169.5,1169.5,2588.5,2588.5,0.5,0.5
btc-updown-15m-1774377000,0.5,50,1,1220.08,1220.08,900.0,900.0,0.5,0.5
btc-updown-15m-1774377000,0.56,56,1,1451.2,1451.2,774.8,774.8,0.4,0.4
btc-updown-15m-1774377000,0.62,62,1,2626.32,2626.32,1499.5,1499.5,0.4,0.4
btc-updown-15m-1774377000,0.73,72,1,1367.8,1367.8,2093.8,2093.8,0.3,0.3
btc-updown-15m-1774377000,0.75,74,1,1068.73,1068.73,316.8,316.8,0.2,0.2
btc-updown-15m-1774377000,0.76,76,1,2094.39,2094.39,1569.9,1569.9,0.2,0.2
btc-updown-15m-1774377000,0.77,76,1,1515.52,1515.52,1714.2,1714.2,0.2,0.2
btc-updown-15m-1774377000,0.78,78,6,1943.725,2193.725,1294.5,2122.7,0.2,0.2
btc-updown-15m-1774377000,0.79,78,2,1815.145,2085.909,1367.0,1642.6,0.2,0.2
btc-updown-15m-1774377000,0.8,80,1,416.0,416.0,2124.4,2124.4,0.2,0.2
btc-updown-15m-1774377000,0.81,80,1,1109.02,1109.02,2705.2,2705.2,0.2,0.2
btc-updown-15m-1774377000,0.82,82,1,1307.98,1307.98,227.9,227.9,0.2,0.2
btc-updown-15m-1774377000,0.84,84,1,1667.19,1667.19,158.9,158.9,0.2,0.2
btc-updown-15m-1774377000,0.89,88,2,812.155,873.599,1068.1,1117.9,0.1,0.1
btc-updown-15m-1774377000,0.92,92,1,858.07,858.07,2676.4,2676.4,0.1,0.1
btc-updown-15m-1774377000,0.93,92,1,864.08,864.08,2497.3,2497.3,0.1,0.1
btc-updown-15m-1774377000,0.95,94,2,1950.975,2451.051,3821.8,4189.5,0.0,0.0
btc-updown-15m-1774377000,0.96,96,6,2615.05,2615.05,14197.3,14197.3,0.0,0.0
btc-updown-15m-1774377000,0.98,98,3,854.03,6940.286,4929.3,6801.1,0.0,0.0
btc-updown-15m-1774377000,0.981,98,2,1791.99,1962.686,9445.6,9554.0,0.0,0.0
btc-updown-15m-1774377000,0.983,98,1,863.31,863.31,4948.0,4948.0,0.0,0.0
btc-updown-15m-1774377000,0.99,98,5,1277.05,2172.096,6918.9,7693.2,0.0,0.0
btc-updown-15m-1774377000,0.991,98,1,1674.91,1674.91,11711.4,11711.4,0.0,0.0
btc-updown-15m-1774377000,0.992,98,1,4708.47,4708.47,10717.8,10717.8,0.0,0.0
btc-updown-15m-1774377000,0.993,98,1,8283.91,8283.91,6169.0,6169.0,0.0,0.0
btc-updown-15m-1774377000,0.997,98,1,5164.05,5164.05,8923.3,8923.3,0.0,0.0
btc-updown-15m-1774377000,0.998,98,2,360.45,580.89,5729.5,6112.3,0.0,0.0
btc-updown-15m-1774387800,0.44,44,1,3634.13,3634.13,343.0,343.0,0.6,0.6
btc-updown-15m-1774387800,0.45,44,1,720.17,720.17,1464.5,1464.5,0.5,0.5
btc-updown-15m-1774387800,0.45,46,1,481.9,481.9,356.5,356.5,0.5,0.5
btc-updown-15m-1774387800,0.48,48,1,2114.87,2114.87,1054.6,1054.6,0.5,0.5
btc-updown-15m-1774387800,0.49,48,2,1746.69,2225.65,1118.1,1558.8,0.5,0.5
btc-updown-15m-1774387800,0.5,50,4,948.18,2184.129,990.0,1620.8,0.5,0.5
btc-updown-15m-1774387800,0.51,50,2,1014.765,1137.377,1109.0,1167.0,0.5,0.5
btc-updown-15m-1774387800,0.52,52,4,778.36,1487.219,976.5,1551.9,0.5,0.5
btc-updown-15m-1774387800,0.53,52,3,554.31,852.51,1474.0,1868.0,0.5,0.5
btc-updown-15m-1774387800,0.55,54,1,353.75,353.75,2294.6,2294.6,0.4,0.4
btc-updown-15m-1774387800,0.57,56,1,1086.92,1086.92,1782.0,1782.0,0.4,0.4
btc-updown-15m-1774387800,0.58,58,1,727.6,727.6,1894.8,1894.8,0.4,0.4
btc-updown-15m-1774387800,0.59,58,1,1434.75,1434.75,964.3,964.3,0.4,0.4
btc-updown-15m-1774387800,0.6,60,1,813.02,813.02,838.6,838.6,0.4,0.4
btc-updown-15m-1774387800,0.61,60,1,1686.35,1686.35,440.3,440.3,0.4,0.4
btc-updown-15m-1774387800,0.61,62,1,2915.1,2915.1,473.2,473.2,0.4,0.4
btc-updown-15m-1774387800,0.62,62,2,546.525,663.745,1745.9,1812.7,0.4,0.4
btc-updown-15m-1774387800,0.63,62,1,1626.34,1626.34,817.9,817.9,0.4,0.4
btc-updown-15m-1774387800,0.64,64,11,1106.34,1106.34,630.4,1023.0,0.4,0.4
btc-updown-15m-1774387800,0.66,66,1,870.52,870.52,1093.5,1093.5,0.3,0.3
btc-updown-15m-1774387800,0.67,66,1,269.85,269.85,1573.1,1573.1,0.3,0.3
btc-updown-15m-1774387800,0.71,72,1,259.75,259.75,244.3,244.3,0.3,0.3
btc-updown-15m-1774387800,0.74,74,1,99.0,99.0,160.7,160.7,0.3,0.3
btc-updown-15m-1774387800,0.78,78,1,90.0,90.0,130.9,130.9,0.2,0.2
btc-updown-15m-1774387800,0.85,84,1,229.43,229.43,168.4,168.4,0.1,0.1
btc-updown-15m-1774387800,0.89,90,1,303.4,303.4,338.4,338.4,0.1,0.1
btc-updown-15m-1774387800,0.9,92,1,340.74,340.74,1119.4,1119.4,0.1,0.1
btc-updown-15m-1774387800,0.92,92,1,207.84,207.84,880.1,880.1,0.1,0.1
btc-updown-15m-1774387800,0.94,94,2,164.61,203.658,1528.3,1529.3,0.0,0.0
btc-updown-15m-1774387800,0.95,96,1,115.8,115.8,1785.7,1785.7,0.0,0.0
btc-updown-15m-1774387800,0.96,96,1,100.69,100.69,1012.1,1012.1,0.0,0.0
btc-updown-15m-1774398600,0.16,16,2,841.555,973.695,1010.0,1239.4,0.8,0.8
btc-updown-15m-1774398600,0.23,22,1,896.9,896.9,870.1,870.1,0.8,0.8
btc-updown-15m-1774398600,0.36,36,1,806.76,806.76,801.4,801.4,0.6,0.6
btc-updown-15m-1774398600,0.38,38,1,575.01,575.01,551.0,551.0,0.6,0.6
btc-updown-15m-1774398600,0.44,44,1,524.21,524.21,1092.1,1092.1,0.6,0.6
btc-updown-15m-1774398600,0.45,46,1,410.69,410.69,1033.5,1033.5,0.5,0.5
btc-updown-15m-1774398600,0.46,46,2,1236.8,1298.344,572.1,966.2,0.5,0.5
btc-updown-15m-1774398600,0.51,50,3,1237.76,1404.888,850.7,1563.6,0.5,0.5
btc-updown-15m-1774398600,0.59,58,1,1444.01,1444.01,571.1,571.1,0.4,0.4
btc-updown-15m-1774398600,0.67,66,2,559.32,731.208,677.0,801.8,0.3,0.3
btc-updown-15m-1774398600,0.7,70,1,770.45,770.45,491.2,491.2,0.3,0.3
btc-updown-15m-1774398600,0.78,78,1,1243.76,1243.76,789.5,789.5,0.2,0.2
btc-updown-15m-1774398600,0.8,80,1,922.58,922.58,833.8,833.8,0.2,0.2
btc-updown-15m-1774398600,0.81,80,1,859.2,859.2,687.6,687.6,0.2,0.2
btc-updown-15m-1774398600,0.82,82,2,729.665,1024.509,404.5,422.4,0.2,0.2
btc-updown-15m-1774398600,0.83,82,1,1156.05,1156.05,739.8,739.8,0.2,0.2
btc-updown-15m-1774398600,0.85,84,2,707.07,740.67,1354.1,1663.0,0.1,0.1
btc-updown-15m-1774398600,0.87,86,1,795.8,795.8,1187.2,1187.2,0.1,0.1
btc-updown-15m-1774398600,0.89,88,1,1018.17,1018.17,802.4,802.4,0.1,0.1
btc-updown-15m-1774398600,0.91,90,3,1181.94,1636.652,1532.0,1743.3,0.1,0.1
btc-updown-15m-1774398600,0.92,92,1,942.46,942.46,1657.9,1657.9,0.1,0.1
btc-updown-15m-1774398600,0.93,92,1,630.96,630.96,1677.2,1677.2,0.1,0.1
btc-updown-15m-1774398600,0.94,94,1,1428.25,1428.25,628.7,628.7,0.1,0.1
btc-updown-15m-1774398600,0.95,94,2,1525.0,1863.176,1568.2,1743.0,0.0,0.0
btc-updown-15m-1774398600,0.97,96,2,1560.535,1748.147,7874.5,8358.3,0.0,0.0
btc-updown-15m-1774398600,0.98,98,4,4754.885,5606.296,4113.8,5387.7,0.0,0.0
btc-updown-15m-1774398600,0.989,98,1,2843.73,2843.73,10253.8,10253.8,0.0,0.0
btc-updown-15m-1774398600,0.994,98,1,3291.05,3291.05,323.1,323.1,0.0,0.0
btc-updown-15m-1774398600,0.995,98,2,3871.22,4212.996,6229.9,6351.3,0.0,0.0
btc-updown-15m-1774398600,0.998,98,6,5595.21,5965.71,1812.5,4727.1,0.0,0.0
btc-updown-15m-1774409400,0.52,52,1,1643.07,1643.07,605.5,605.5,0.5,0.5
btc-updown-15m-1774409400,0.62,62,1,378.41,378.41,150.4,150.4,0.4,0.4
btc-updown-15m-1774409400,0.73,72,1,1241.13,1241.13,386.8,386.8,0.3,0.3
btc-updown-15m-1774409400,0.74,74,1,220.33,220.33,503.9,503.9,0.3,0.3
btc-updown-15m-1774409400,0.75,76,1,547.63,547.63,368.7,368.7,0.2,0.2
btc-updown-15m-1774409400,0.76,76,1,390.6,390.6,552.5,552.5,0.2,0.2
btc-updown-15m-1774409400,0.77,76,1,719.99,719.99,375.4,375.4,0.2,0.2
btc-updown-15m-1774409400,0.8,80,1,422.83,422.83,708.6,708.6,0.2,0.2
btc-updown-15m-1774409400,0.81,80,1,218.57,218.57,1094.8,1094.8,0.2,0.2
btc-updown-15m-1774409400,0.83,82,1,291.86,291.86,458.4,458.4,0.2,0.2
btc-updown-15m-1774409400,0.84,84,1,429.35,429.35,620.8,620.8,0.2,0.2
btc-updown-15m-1774409400,0.86,86,1,683.52,683.52,1192.5,1192.5,0.1,0.1
btc-updown-15m-1774409400,0.88,88,1,587.33,587.33,436.6,436.6,0.1,0.1
btc-updown-15m-1774409400,0.89,88,6,539.66,633.92,883.9,1001.4,0.1,0.1
btc-updown-15m-1774409400,0.9,90,2,820.84,1005.8,876.9,915.1,0.1,0.1
btc-updown-15m-1774409400,0.93,92,1,1106.97,1106.97,1296.0,1296.0,0.1,0.1
btc-updown-15m-1774409400,0.94,94,1,1339.68,1339.68,1646.5,1646.5,0.1,0.1
btc-updown-15m-1774409400,0.95,94,1,1812.54,1812.54,5302.9,5302.9,0.0,0.0
btc-updown-15m-1774409400,0.96,96,4,1271.715,1415.076,9719.7,10505.4,0.0,0.0
btc-updown-15m-1774409400,0.98,98,5,6049.35,10304.252,2075.9,4810.3,0.0,0.0
btc-updown-15m-1774409400,0.99,98,6,2880.79,8094.735,7694.1,10385.6,0.0,0.0
btc-updown-15m-1774409400,0.991,98,3,2727.85,3985.682,7522.3,10437.5,0.0,0.0
btc-updown-15m-1774409400,0.992,98,1,3633.11,3633.11,11086.4,11086.4,0.0,0.0
btc-updown-15m-1774409400,0.993,98,2,4260.31,4796.526,10893.7,11013.9,0.0,0.0
btc-updown-15m-1774409400,0.995,98,1,3673.93,3673.93,10009.4,10009.4,0.0,0.0
btc-updown-15m-1774409400,0.996,98,1,3592.4,3592.4,9876.2,9876.2,0.0,0.0
btc-updown-15m-1774409400,0.997,98,2,2817.505,3380.453,7900.3,7966.7,0.0,0.0
btc-updown-15m-1774409400,0.998,98,4,5512.025,7029.29,5125.5,7534.4,0.0,0.0
btc-updown-15m-1774420200,0.02,2,1,3294.4,3294.4,401.7,401.7,1.0,1.0
btc-updown-15m-1774420200,0.04,4,1,2038.36,2038.36,528.0,528.0,1.0,1.0
btc-updown-15m-1774420200,0.09,8,1,1746.85,1746.85,656.5,656.5,0.9,0.9
btc-updown-15m-1774420200,0.11,10,1,1005.67,1005.67,723.3,723.3,0.9,0.9
btc-updown-15m-1774420200,0.12,12,2,1007.31,1062.062,1208.3,1320.8,0.9,0.9
btc-updown-15m-1774420200,0.15,14,1,446.86,446.86,596.8,596.8,0.8,0.8
btc-updown-15m-1774420200,0.16,16,1,870.09,870.09,791.0,791.0,0.8,0.8
btc-updown-15m-1774420200,0.17,16,1,510.27,510.27,1036.0,1036.0,0.8,0.8
btc-updown-15m-1774420200,0.18,18,2,699.185,979.037,816.4,864.7,0.8,0.8
btc-updown-15m-1774420200,0.19,18,2,630.315,752.887,774.7,845.3,0.8,0.8
btc-updown-15m-1774420200,0.2,20,2,738.215,874.435,1000.6,1039.2,0.8,0.8
btc-updown-15m-1774420200,0.21,20,2,856.405,925.393,1059.0,1160.9,0.8,0.8
btc-updown-15m-1774420200,0.22,22,2,810.73,1166.778,895.5,919.7,0.8,0.8
btc-updown-15m-1774420200,0.23,22,3,1462.47,1723.686,1077.3,1363.3,0.8,0.8
btc-updown-15m-1774420200,0.24,24,1,823.04,823.04,1112.6,1112.6,0.8,0.8
btc-updown-15m-1774420200,0.25,24,2,1105.81,1633.658,582.1,718.0,0.7,0.7
btc-updown-15m-1774420200,0.26,26,1,561.88,561.88,463.2,463.2,0.7,0.7
btc-updown-15m-1774420200,0.27,26,1,1070.09,1070.09,1862.7,1862.7,0.7,0.7
btc-updown-15m-1774420200,0.27,30,1,700.89,700.89,242.4,242.4,0.7,0.7
btc-updown-15m-1774420200,0.29,28,2,677.0,680.2,715.2,1034.8,0.7,0.7
btc-updown-15m-1774420200,0.3,30,1,1271.52,1271.52,1067.0,1067.0,0.7,0.7
btc-updown-15m-1774420200,0.31,30,1,521.5,521.5,1123.3,1123.3,0.7,0.7
btc-updown-15m-1774420200,0.32,32,3,1056.37,1139.418,1180.9,1282.1,0.7,0.7
btc-updown-15m-1774420200,0.33,32,1,1327.96,1327.96,782.0,782.0,0.7,0.7
btc-updown-15m-1774420200,0.34,34,2,1110.03,1218.702,939.4,1079.9,0.7,0.7
btc-updown-15m-1774420200,0.35,34,1,213.0,213.0,381.2,381.2,0.6,0.6
btc-updown-15m-1774420200,0.36,36,1,302.81,302.81,59.1,59.1,0.6,0.6
btc-updown-15m-1774420200,0.38,38,1,530.36,530.36,522.6,522.6,0.6,0.6
btc-updown-15m-1774420200,0.41,40,2,519.775,534.795,1123.3,1356.1,0.6,0.6
