month,t_sec,band_c,n,med_spread,p90_spread,med_top3_bid,p90_top3_bid,med_top3_ask,p90_top3_ask
btc-updown-15m-1774420200,0.44,44,1,479.17,479.17,492.4,492.4,0.6,0.6
btc-updown-15m-1774420200,0.45,44,1,272.66,272.66,935.0,935.0,0.5,0.5
btc-updown-15m-1774420200,0.46,46,3,558.18,896.188,1272.6,1420.6,0.5,0.5
btc-updown-15m-1774420200,0.47,46,3,639.0,1359.072,509.4,988.7,0.5,0.5
btc-updown-15m-1774420200,0.48,48,3,1162.33,1219.938,1575.0,1755.5,0.5,0.5
btc-updown-15m-1774420200,0.49,48,1,773.22,773.22,1021.1,1021.1,0.5,0.5
btc-updown-15m-1774420200,0.5,50,1,1205.75,1205.75,369.9,369.9,0.5,0.5
btc-updown-15m-1774420200,0.51,50,1,797.85,797.85,985.3,985.3,0.5,0.5
btc-updown-15m-1774420200,0.53,52,1,751.0,751.0,633.1,633.1,0.5,0.5
btc-updown-15m-1774420200,0.56,56,1,955.19,955.19,988.0,988.0,0.4,0.4
btc-updown-15m-1774431000,0.01,0,1,437.35,437.35,61.9,61.9,1.0,1.0
btc-updown-15m-1774431000,0.38,38,1,1124.38,1124.38,788.8,788.8,0.6,0.6
btc-updown-15m-1774431000,0.39,38,1,561.7,561.7,928.9,928.9,0.6,0.6
btc-updown-15m-1774431000,0.41,40,1,489.48,489.48,865.2,865.2,0.6,0.6
btc-updown-15m-1774431000,0.42,42,1,321.5,321.5,1004.4,1004.4,0.6,0.6
btc-updown-15m-1774431000,0.44,44,3,435.93,838.906,195.7,756.5,0.6,0.6
btc-updown-15m-1774431000,0.46,46,1,1028.66,1028.66,907.6,907.6,0.5,0.5
btc-updown-15m-1774431000,0.48,48,3,629.88,1034.152,330.6,446.9,0.5,0.5
btc-updown-15m-1774431000,0.49,48,4,722.76,979.869,950.1,1106.8,0.5,0.5
btc-updown-15m-1774431000,0.5,50,3,761.51,804.886,319.9,783.0,0.5,0.5
btc-updown-15m-1774431000,0.52,52,1,309.15,309.15,198.0,198.0,0.5,0.5
btc-updown-15m-1774431000,0.54,54,2,682.875,887.967,703.6,1020.7,0.5,0.5
btc-updown-15m-1774431000,0.55,54,1,548.0,548.0,58.2,58.2,0.4,0.4
btc-updown-15m-1774431000,0.56,56,1,843.17,843.17,860.7,860.7,0.4,0.4
btc-updown-15m-1774431000,0.57,56,1,773.17,773.17,609.8,609.8,0.4,0.4
btc-updown-15m-1774431000,0.58,58,1,987.88,987.88,363.5,363.5,0.4,0.4
btc-updown-15m-1774431000,0.59,58,4,907.96,946.534,360.8,713.4,0.4,0.4
btc-updown-15m-1774431000,0.6,60,1,942.77,942.77,968.2,968.2,0.4,0.4
btc-updown-15m-1774431000,0.61,60,3,732.33,768.554,549.7,824.1,0.4,0.4
btc-updown-15m-1774431000,0.62,62,2,539.875,746.423,857.0,879.6,0.4,0.4
btc-updown-15m-1774431000,0.63,62,3,784.58,859.58,385.5,809.7,0.4,0.4
btc-updown-15m-1774431000,0.63,64,1,1081.2,1081.2,735.1,735.1,0.4,0.4
btc-updown-15m-1774431000,0.64,64,3,977.15,1126.046,780.1,839.1,0.4,0.4
btc-updown-15m-1774431000,0.65,64,1,1182.86,1182.86,706.9,706.9,0.3,0.3
btc-updown-15m-1774431000,0.68,68,1,386.38,386.38,750.1,750.1,0.3,0.3
btc-updown-15m-1774431000,0.69,68,2,913.095,971.035,579.4,730.7,0.3,0.3
btc-updown-15m-1774431000,0.71,70,1,807.66,807.66,896.3,896.3,0.3,0.3
btc-updown-15m-1774431000,0.73,72,2,151.895,209.875,177.0,244.3,0.3,0.3
btc-updown-15m-1774431000,0.73,74,2,204.64,246.528,386.0,498.2,0.2,0.2
btc-updown-15m-1774431000,0.74,74,1,399.96,399.96,560.2,560.2,0.3,0.3
btc-updown-15m-1774431000,0.75,74,1,691.82,691.82,513.7,513.7,0.2,0.2
btc-updown-15m-1774431000,0.76,76,1,470.91,470.91,948.7,948.7,0.2,0.2
btc-updown-15m-1774431000,0.77,76,1,312.5,312.5,212.7,212.7,0.2,0.2
btc-updown-15m-1774431000,0.79,78,1,236.0,236.0,102.5,102.5,0.2,0.2
btc-updown-15m-1774431000,0.8,80,2,902.26,916.46,599.7,763.1,0.2,0.2
btc-updown-15m-1774431000,0.83,82,2,617.23,843.942,506.8,652.6,0.2,0.2
btc-updown-15m-1774441800,0.27,26,1,1069.95,1069.95,2667.8,2667.8,0.7,0.7
btc-updown-15m-1774441800,0.28,28,2,1928.96,2155.088,2106.3,2126.3,0.7,0.7
btc-updown-15m-1774441800,0.29,28,1,2329.91,2329.91,801.4,801.4,0.7,0.7
btc-updown-15m-1774441800,0.3,30,1,648.72,648.72,2410.3,2410.3,0.7,0.7
btc-updown-15m-1774441800,0.33,32,1,1852.81,1852.81,1994.7,1994.7,0.7,0.7
btc-updown-15m-1774441800,0.34,34,1,2192.59,2192.59,1743.6,1743.6,0.7,0.7
btc-updown-15m-1774441800,0.35,36,1,2241.71,2241.71,2424.0,2424.0,0.6,0.6
btc-updown-15m-1774441800,0.36,36,1,782.93,782.93,2593.6,2593.6,0.6,0.6
btc-updown-15m-1774441800,0.39,38,2,1645.365,1693.641,1149.0,1457.6,0.6,0.6
btc-updown-15m-1774441800,0.4,40,1,1221.5,1221.5,1873.2,1873.2,0.6,0.6
btc-updown-15m-1774441800,0.44,44,1,1910.79,1910.79,1543.3,1543.3,0.6,0.6
btc-updown-15m-1774441800,0.45,44,1,1311.35,1311.35,1687.7,1687.7,0.5,0.5
btc-updown-15m-1774441800,0.46,46,1,1635.4,1635.4,1144.7,1144.7,0.5,0.5
btc-updown-15m-1774441800,0.47,46,2,1706.155,1992.983,1248.6,1482.6,0.5,0.5
btc-updown-15m-1774441800,0.49,48,2,1572.21,2048.61,1679.8,1841.3,0.5,0.5
btc-updown-15m-1774441800,0.5,50,1,1254.55,1254.55,2013.7,2013.7,0.5,0.5
btc-updown-15m-1774441800,0.52,52,2,2442.825,2615.389,862.5,1309.5,0.5,0.5
btc-updown-15m-1774441800,0.53,52,2,1628.035,1952.247,1802.1,1918.6,0.5,0.5
btc-updown-15m-1774441800,0.54,54,2,812.225,960.605,1542.0,2603.3,0.4,0.4
btc-updown-15m-1774441800,0.55,54,1,2525.34,2525.34,1830.0,1830.0,0.4,0.4
btc-updown-15m-1774441800,0.56,56,1,1632.99,1632.99,2067.2,2067.2,0.4,0.4
btc-updown-15m-1774441800,0.58,58,1,1444.2,1444.2,1860.0,1860.0,0.4,0.4
btc-updown-15m-1774441800,0.59,58,1,2798.91,2798.91,938.5,938.5,0.4,0.4
btc-updown-15m-1774441800,0.62,62,1,1575.02,1575.02,665.7,665.7,0.4,0.4
btc-updown-15m-1774441800,0.63,62,1,970.72,970.72,1501.5,1501.5,0.4,0.4
btc-updown-15m-1774441800,0.66,66,1,1468.79,1468.79,1043.0,1043.0,0.3,0.3
btc-updown-15m-1774441800,0.67,68,1,1082.99,1082.99,1111.1,1111.1,0.3,0.3
btc-updown-15m-1774441800,0.68,68,1,850.5,850.5,2156.7,2156.7,0.3,0.3
btc-updown-15m-1774441800,0.69,68,1,2121.99,2121.99,482.4,482.4,0.3,0.3
btc-updown-15m-1774441800,0.7,70,1,1434.76,1434.76,865.9,865.9,0.3,0.3
btc-updown-15m-1774441800,0.74,74,1,1719.66,1719.66,390.1,390.1,0.3,0.3
btc-updown-15m-1774441800,0.75,74,1,1920.45,1920.45,692.4,692.4,0.2,0.2
btc-updown-15m-1774441800,0.76,76,1,1898.24,1898.24,1677.2,1677.2,0.2,0.2
btc-updown-15m-1774441800,0.77,76,1,1663.19,1663.19,1754.9,1754.9,0.2,0.2
btc-updown-15m-1774441800,0.8,80,1,1110.56,1110.56,600.9,600.9,0.2,0.2
btc-updown-15m-1774441800,0.84,84,2,1025.3,1510.1,1019.2,1266.5,0.2,0.2
btc-updown-15m-1774441800,0.87,86,1,1954.61,1954.61,2103.7,2103.7,0.1,0.1
btc-updown-15m-1774441800,0.88,88,1,830.37,830.37,1012.6,1012.6,0.1,0.1
btc-updown-15m-1774441800,0.91,90,2,1425.045,1517.209,1250.8,1260.4,0.1,0.1
btc-updown-15m-1774441800,0.93,92,1,907.91,907.91,1930.0,1930.0,0.1,0.1
btc-updown-15m-1774441800,0.95,94,1,1576.81,1576.81,2549.8,2549.8,0.0,0.0
btc-updown-15m-1774441800,0.97,96,2,2964.435,3605.567,6218.0,6540.4,0.0,0.0
btc-updown-15m-1774441800,0.98,98,2,5181.225,5583.501,2420.2,3545.8,0.0,0.0
btc-updown-15m-1774452600,0.01,0,2,4921.965,8465.161,6317.8,7551.0,1.0,1.0
btc-updown-15m-1774452600,0.04,4,1,5708.09,5708.09,4670.5,4670.5,1.0,1.0
btc-updown-15m-1774452600,0.06,6,2,5073.805,5415.137,3289.2,4091.9,0.9,0.9
btc-updown-15m-1774452600,0.07,6,3,3542.72,4014.856,4158.3,4405.6,0.9,0.9
btc-updown-15m-1774452600,0.08,8,2,3807.875,4380.263,3050.6,4247.3,0.9,0.9
btc-updown-15m-1774452600,0.09,8,3,4692.82,4761.548,2043.3,3517.9,0.9,0.9
btc-updown-15m-1774452600,0.1,10,1,4699.51,4699.51,1201.0,1201.0,0.9,0.9
btc-updown-15m-1774452600,0.11,10,1,3818.29,3818.29,3811.5,3811.5,0.9,0.9
btc-updown-15m-1774452600,0.12,12,1,3464.24,3464.24,3892.6,3892.6,0.9,0.9
btc-updown-15m-1774452600,0.15,14,1,5748.59,5748.59,2539.0,2539.0,0.8,0.8
btc-updown-15m-1774452600,0.17,16,1,2327.11,2327.11,4447.0,4447.0,0.8,0.8
btc-updown-15m-1774452600,0.19,18,1,1537.21,1537.21,4233.1,4233.1,0.8,0.8
btc-updown-15m-1774452600,0.22,22,1,1861.87,1861.87,4158.0,4158.0,0.8,0.8
btc-updown-15m-1774452600,0.23,22,2,2956.745,4187.461,2418.6,3107.5,0.8,0.8
btc-updown-15m-1774452600,0.27,26,1,3973.26,3973.26,4012.1,4012.1,0.7,0.7
btc-updown-15m-1774452600,0.29,28,2,4081.53,4287.506,3706.1,3745.2,0.7,0.7
btc-updown-15m-1774452600,0.32,32,1,3976.66,3976.66,4035.3,4035.3,0.7,0.7
btc-updown-15m-1774452600,0.34,34,1,1780.7,1780.7,4096.0,4096.0,0.7,0.7
btc-updown-15m-1774452600,0.36,36,1,1992.97,1992.97,3681.7,3681.7,0.6,0.6
btc-updown-15m-1774452600,0.37,36,3,2682.61,4058.458,1430.2,3260.4,0.6,0.6
btc-updown-15m-1774452600,0.4,40,2,2593.45,4022.554,3105.5,3603.9,0.6,0.6
btc-updown-15m-1774452600,0.41,40,1,4211.87,4211.87,3615.9,3615.9,0.6,0.6
btc-updown-15m-1774452600,0.44,44,1,4842.64,4842.64,1491.9,1491.9,0.6,0.6
btc-updown-15m-1774452600,0.45,44,2,2238.4,3607.776,1649.1,1935.0,0.5,0.5
btc-updown-15m-1774452600,0.46,46,1,1253.79,1253.79,2383.7,2383.7,0.5,0.5
btc-updown-15m-1774452600,0.47,46,1,1511.66,1511.66,1288.0,1288.0,0.5,0.5
btc-updown-15m-1774452600,0.5,50,2,614.48,866.056,1243.4,1609.4,0.5,0.5
btc-updown-15m-1774452600,0.51,50,2,4411.32,4564.088,4206.7,4260.3,0.5,0.5
btc-updown-15m-1774452600,0.52,52,2,4175.68,4339.408,4041.7,4397.6,0.5,0.5
btc-updown-15m-1774452600,0.55,54,1,1619.46,1619.46,3878.7,3878.7,0.4,0.4
btc-updown-15m-1774452600,0.56,56,1,4042.46,4042.46,1734.1,1734.1,0.4,0.4
btc-updown-15m-1774452600,0.58,58,1,4561.59,4561.59,1588.5,1588.5,0.4,0.4
btc-updown-15m-1774452600,0.61,60,1,3682.46,3682.46,831.6,831.6,0.4,0.4
btc-updown-15m-1774463400,0.001,0,2,4687.49,4917.49,700.8,1100.2,1.0,1.0
btc-updown-15m-1774463400,0.002,0,1,5315.0,5315.0,300.0,300.0,1.0,1.0
btc-updown-15m-1774463400,0.01,0,1,150.0,150.0,6317.9,6317.9,1.0,1.0
btc-updown-15m-1774463400,0.02,2,1,6257.6,6257.6,3515.5,3515.5,1.0,1.0
btc-updown-15m-1774463400,0.03,2,1,8958.5,8958.5,2765.8,2765.8,1.0,1.0
btc-updown-15m-1774463400,0.04,4,1,5882.02,5882.02,1418.9,1418.9,1.0,1.0
btc-updown-15m-1774463400,0.05,6,1,4156.21,4156.21,2505.7,2505.7,0.9,0.9
btc-updown-15m-1774463400,0.06,6,2,2104.88,2410.632,1632.8,2145.9,0.9,0.9
btc-updown-15m-1774463400,0.07,6,1,3253.14,3253.14,2386.5,2386.5,0.9,0.9
btc-updown-15m-1774463400,0.08,8,1,2316.82,2316.82,1734.9,1734.9,0.9,0.9
btc-updown-15m-1774463400,0.13,12,1,1622.08,1622.08,1816.1,1816.1,0.9,0.9
btc-updown-15m-1774463400,0.17,16,1,1627.32,1627.32,1667.9,1667.9,0.8,0.8
btc-updown-15m-1774463400,0.18,18,1,1941.2,1941.2,713.8,713.8,0.8,0.8
btc-updown-15m-1774463400,0.2,20,1,1035.59,1035.59,1291.8,1291.8,0.8,0.8
btc-updown-15m-1774463400,0.23,22,1,2475.49,2475.49,2130.3,2130.3,0.8,0.8
btc-updown-15m-1774463400,0.25,24,1,3379.42,3379.42,632.5,632.5,0.7,0.7
btc-updown-15m-1774463400,0.27,26,1,3364.44,3364.44,1610.5,1610.5,0.7,0.7
btc-updown-15m-1774463400,0.3,30,4,1873.045,2354.553,1779.0,2085.8,0.7,0.7
btc-updown-15m-1774463400,0.31,30,2,2130.935,2888.499,971.8,1131.4,0.7,0.7
btc-updown-15m-1774463400,0.32,32,3,1735.25,2042.634,555.8,1781.9,0.7,0.7
btc-updown-15m-1774463400,0.33,32,3,702.16,1584.336,1708.0,1804.8,0.7,0.7
btc-updown-15m-1774463400,0.34,34,1,611.49,611.49,1661.2,1661.2,0.7,0.7
btc-updown-15m-1774463400,0.35,34,2,1524.075,1598.791,1268.6,1547.7,0.6,0.6
btc-updown-15m-1774463400,0.36,36,2,1112.73,1552.538,1006.6,1481.9,0.6,0.6
btc-updown-15m-1774463400,0.37,36,1,1507.59,1507.59,718.6,718.6,0.6,0.6
btc-updown-15m-1774463400,0.38,38,1,1551.51,1551.51,632.5,632.5,0.6,0.6
btc-updown-15m-1774463400,0.39,38,1,2377.14,2377.14,1200.0,1200.0,0.6,0.6
btc-updown-15m-1774463400,0.41,40,1,1443.29,1443.29,1944.7,1944.7,0.6,0.6
btc-updown-15m-1774463400,0.43,42,2,1701.52,1824.816,1894.9,2107.8,0.6,0.6
btc-updown-15m-1774463400,0.44,44,1,271.01,271.01,998.5,998.5,0.6,0.6
btc-updown-15m-1774463400,0.47,46,1,1247.16,1247.16,1655.2,1655.2,0.5,0.5
btc-updown-15m-1774463400,0.47,48,1,342.63,342.63,78.1,78.1,0.5,0.5
btc-updown-15m-1774463400,0.54,54,1,351.79,351.79,1784.6,1784.6,0.5,0.5
btc-updown-15m-1774463400,0.57,56,1,982.26,982.26,1763.2,1763.2,0.4,0.4
btc-updown-15m-1774463400,0.58,58,1,1880.77,1880.77,2686.1,2686.1,0.4,0.4
btc-updown-15m-1774474200,0.47,46,1,2436.96,2436.96,1560.4,1560.4,0.5,0.5
btc-updown-15m-1774474200,0.47,48,1,698.12,698.12,136.2,136.2,0.5,0.5
btc-updown-15m-1774474200,0.5,50,1,233.83,233.83,2398.1,2398.1,0.5,0.5
btc-updown-15m-1774474200,0.52,52,1,1606.14,1606.14,1576.5,1576.5,0.5,0.5
btc-updown-15m-1774474200,0.54,54,1,1711.06,1711.06,916.9,916.9,0.5,0.5
btc-updown-15m-1774474200,0.55,54,1,748.98,748.98,1052.8,1052.8,0.4,0.4
btc-updown-15m-1774474200,0.56,56,1,1595.26,1595.26,806.4,806.4,0.4,0.4
btc-updown-15m-1774474200,0.57,56,2,1248.67,1817.43,827.7,945.5,0.4,0.4
btc-updown-15m-1774474200,0.58,58,4,1678.18,1691.79,1702.2,1778.9,0.4,0.4
btc-updown-15m-1774474200,0.59,58,2,1568.25,1585.922,1466.5,1770.3,0.4,0.4
btc-updown-15m-1774474200,0.6,60,2,1078.295,1360.771,1003.9,1046.3,0.4,0.4
btc-updown-15m-1774474200,0.61,60,2,657.67,850.694,1377.2,2029.4,0.4,0.4
btc-updown-15m-1774474200,0.61,62,1,1553.48,1553.48,1754.6,1754.6,0.4,0.4
btc-updown-15m-1774474200,0.62,62,1,1501.18,1501.18,1006.9,1006.9,0.4,0.4
btc-updown-15m-1774474200,0.63,62,2,660.76,753.176,1170.1,1690.7,0.4,0.4
btc-updown-15m-1774474200,0.64,64,1,1543.95,1543.95,569.9,569.9,0.4,0.4
btc-updown-15m-1774474200,0.65,64,2,1964.115,1966.959,1163.6,1522.3,0.3,0.3
btc-updown-15m-1774474200,0.66,66,1,1693.18,1693.18,697.9,697.9,0.3,0.3
btc-updown-15m-1774474200,0.69,68,1,1343.84,1343.84,2183.6,2183.6,0.3,0.3
btc-updown-15m-1774474200,0.71,70,3,1531.4,1661.696,751.4,788.1,0.3,0.3
btc-updown-15m-1774474200,0.72,72,1,985.99,985.99,1268.0,1268.0,0.3,0.3
btc-updown-15m-1774474200,0.75,74,1,1505.73,1505.73,1559.5,1559.5,0.2,0.2
btc-updown-15m-1774474200,0.78,78,1,1387.19,1387.19,1970.3,1970.3,0.2,0.2
btc-updown-15m-1774474200,0.8,80,3,1478.01,1581.682,1536.5,1676.4,0.2,0.2
btc-updown-15m-1774474200,0.87,86,1,1962.2,1962.2,1651.6,1651.6,0.1,0.1
btc-updown-15m-1774474200,0.9,90,1,699.22,699.22,2238.8,2238.8,0.1,0.1
btc-updown-15m-1774474200,0.92,92,1,2262.52,2262.52,2147.0,2147.0,0.1,0.1
btc-updown-15m-1774474200,0.93,92,1,1177.96,1177.96,3031.8,3031.8,0.1,0.1
btc-updown-15m-1774474200,0.94,94,3,2235.5,2421.372,2341.6,3309.2,0.1,0.1
btc-updown-15m-1774474200,0.95,94,2,2236.3,2329.324,3651.1,3825.3,0.0,0.0
btc-updown-15m-1774474200,0.96,96,3,2327.59,2422.566,6995.0,7374.9,0.0,0.0
btc-updown-15m-1774474200,0.992,98,1,5870.91,5870.91,189.7,189.7,0.0,0.0
btc-updown-15m-1774474200,0.994,98,2,684.91,1136.838,2927.5,4326.3,0.0,0.0
btc-updown-15m-1774474200,0.995,98,2,2016.145,3552.157,2659.2,4027.4,0.0,0.0
btc-updown-15m-1774474200,0.996,98,1,859.97,859.97,5015.7,5015.7,0.0,0.0
btc-updown-15m-1774474200,0.997,98,1,1259.87,1259.87,5421.0,5421.0,0.0,0.0
btc-updown-15m-1774474200,0.998,98,1,5441.02,5441.02,1169.5,1169.5,0.0,0.0
btc-updown-15m-1774485000,0.43,42,1,1670.44,1670.44,1528.3,1528.3,0.6,0.6
btc-updown-15m-1774485000,0.46,46,2,1040.21,1409.338,1499.0,1533.0,0.5,0.5
btc-updown-15m-1774485000,0.48,48,1,176.45,176.45,195.1,195.1,0.5,0.5
btc-updown-15m-1774485000,0.49,48,1,282.0,282.0,336.0,336.0,0.5,0.5
btc-updown-15m-1774485000,0.51,52,1,1704.72,1704.72,1847.3,1847.3,0.5,0.5
btc-updown-15m-1774485000,0.55,54,3,1310.15,1378.406,1269.0,1345.0,0.4,0.4
btc-updown-15m-1774485000,0.56,56,2,933.7,1387.876,1021.0,1477.8,0.4,0.4
btc-updown-15m-1774485000,0.57,56,1,634.49,634.49,1320.9,1320.9,0.4,0.4
btc-updown-15m-1774485000,0.59,58,2,469.585,490.141,1279.4,1283.0,0.4,0.4
btc-updown-15m-1774485000,0.6,60,3,1390.0,1897.824,755.7,1275.1,0.4,0.4
btc-updown-15m-1774485000,0.63,62,1,1546.23,1546.23,1269.5,1269.5,0.4,0.4
btc-updown-15m-1774485000,0.64,64,1,1046.21,1046.21,1338.2,1338.2,0.4,0.4
btc-updown-15m-1774485000,0.65,64,3,752.14,1203.588,1553.1,1617.9,0.3,0.3
btc-updown-15m-1774485000,0.67,66,1,666.8,666.8,132.2,132.2,0.3,0.3
btc-updown-15m-1774485000,0.71,70,1,340.52,340.52,1359.9,1359.9,0.3,0.3
btc-updown-15m-1774485000,0.72,72,1,629.98,629.98,190.2,190.2,0.3,0.3
btc-updown-15m-1774485000,0.73,72,1,803.84,803.84,1626.5,1626.5,0.3,0.3
btc-updown-15m-1774485000,0.74,74,3,1218.28,1354.968,1467.9,1663.8,0.3,0.3
btc-updown-15m-1774485000,0.75,74,3,457.14,465.996,1423.2,1485.1,0.2,0.2
btc-updown-15m-1774485000,0.76,76,2,822.5,1431.036,1349.3,1395.2,0.2,0.2
btc-updown-15m-1774485000,0.78,78,1,1356.01,1356.01,1015.4,1015.4,0.2,0.2
btc-updown-15m-1774485000,0.79,78,1,1475.02,1475.02,1780.6,1780.6,0.2,0.2
btc-updown-15m-1774485000,0.8,80,1,1830.06,1830.06,768.2,768.2,0.2,0.2
btc-updown-15m-1774485000,0.81,80,1,1606.07,1606.07,381.7,381.7,0.2,0.2
btc-updown-15m-1774485000,0.82,82,4,1219.265,1621.409,1737.5,2024.5,0.2,0.2
btc-updown-15m-1774485000,0.84,84,4,1568.725,1673.679,962.9,1223.8,0.2,0.2
btc-updown-15m-1774485000,0.85,84,5,1457.96,1804.02,997.3,1373.3,0.1,0.1
btc-updown-15m-1774485000,0.86,86,2,772.8,1349.656,1352.3,1366.4,0.1,0.1
btc-updown-15m-1774485000,0.87,86,3,1587.47,1710.422,1625.9,1749.9,0.1,0.1
btc-updown-15m-1774485000,0.89,88,1,482.98,482.98,647.7,647.7,0.1,0.1
btc-updown-15m-1774485000,0.97,96,1,1479.62,1479.62,10457.4,10457.4,0.0,0.0
btc-updown-15m-1774485000,0.98,98,1,3094.14,3094.14,3552.7,3552.7,0.0,0.0
btc-updown-15m-1774494900,0.001,0,5,3017.17,4311.996,3715.4,4081.0,1.0,1.0
btc-updown-15m-1774494900,0.004,0,1,210.0,210.0,345.1,345.1,1.0,1.0
btc-updown-15m-1774494900,0.005,0,1,104.99,104.99,1211.2,1211.2,1.0,1.0
btc-updown-15m-1774494900,0.007,0,1,736.02,736.02,1553.5,1553.5,1.0,1.0
btc-updown-15m-1774494900,0.01,0,9,4425.91,5992.322,7643.0,9337.8,1.0,1.0
btc-updown-15m-1774494900,0.011,0,1,3525.75,3525.75,3530.8,3530.8,1.0,1.0
btc-updown-15m-1774494900,0.02,2,2,8224.74,8619.756,1987.3,2094.1,1.0,1.0
btc-updown-15m-1774494900,0.03,2,1,9274.36,9274.36,2154.4,2154.4,1.0,1.0
btc-updown-15m-1774494900,0.08,8,1,2498.62,2498.62,745.3,745.3,0.9,0.9
btc-updown-15m-1774494900,0.12,12,2,1430.06,1470.956,746.6,905.4,0.9,0.9
btc-updown-15m-1774494900,0.13,12,1,599.37,599.37,1756.1,1756.1,0.9,0.9
btc-updown-15m-1774494900,0.15,14,3,705.82,1358.652,759.4,1453.7,0.8,0.8
btc-updown-15m-1774494900,0.19,18,1,552.98,552.98,1761.2,1761.2,0.8,0.8
btc-updown-15m-1774494900,0.23,22,2,958.37,1390.57,395.3,484.6,0.8,0.8
btc-updown-15m-1774494900,0.25,24,1,1286.55,1286.55,954.2,954.2,0.7,0.7
btc-updown-15m-1774494900,0.26,26,1,1310.51,1310.51,749.2,749.2,0.7,0.7
btc-updown-15m-1774494900,0.28,28,1,1615.72,1615.72,489.3,489.3,0.7,0.7
btc-updown-15m-1774494900,0.29,28,2,891.31,1231.222,1366.6,1519.4,0.7,0.7
btc-updown-15m-1774494900,0.3,30,1,1357.61,1357.61,1448.7,1448.7,0.7,0.7
btc-updown-15m-1774494900,0.31,30,2,1149.24,1652.488,1596.5,1652.0,0.7,0.7
btc-updown-15m-1774494900,0.33,32,1,838.7,838.7,1490.5,1490.5,0.7,0.7
btc-updown-15m-1774494900,0.33,34,1,939.17,939.17,1423.6,1423.6,0.7,0.7
btc-updown-15m-1774494900,0.34,34,1,677.49,677.49,564.1,564.1,0.7,0.7
btc-updown-15m-1774494900,0.35,34,1,370.7,370.7,1906.3,1906.3,0.6,0.6
btc-updown-15m-1774494900,0.36,36,1,416.31,416.31,302.3,302.3,0.6,0.6
btc-updown-15m-1774494900,0.37,36,2,791.92,883.112,1678.2,1711.9,0.6,0.6
btc-updown-15m-1774494900,0.38,38,4,592.23,922.357,1309.0,1436.4,0.6,0.6
btc-updown-15m-1774494900,0.44,44,1,733.15,733.15,1736.7,1736.7,0.5,0.5
btc-updown-15m-1774494900,0.46,46,1,1326.42,1326.42,1695.5,1695.5,0.5,0.5
btc-updown-15m-1774494900,0.5,50,1,246.89,246.89,145.0,145.0,0.5,0.5
btc-updown-15m-1774505700,0.01,0,1,521.2,521.2,250.4,250.4,1.0,1.0
btc-updown-15m-1774505700,0.02,2,4,11255.74,11625.654,1701.3,2035.9,1.0,1.0
btc-updown-15m-1774505700,0.04,4,1,2602.37,2602.37,3160.8,3160.8,1.0,1.0
btc-updown-15m-1774505700,0.08,8,1,2818.63,2818.63,1768.2,1768.2,0.9,0.9
btc-updown-15m-1774505700,0.09,8,3,2484.32,2611.68,1976.4,2174.6,0.9,0.9
btc-updown-15m-1774505700,0.1,10,3,1824.14,2016.148,1293.2,1731.9,0.9,0.9
btc-updown-15m-1774505700,0.11,10,1,2239.88,2239.88,847.1,847.1,0.9,0.9
btc-updown-15m-1774505700,0.13,12,1,150.0,150.0,498.7,498.7,0.9,0.9
btc-updown-15m-1774505700,0.15,14,2,1490.855,1617.627,1175.0,1622.9,0.8,0.8
btc-updown-15m-1774505700,0.16,16,3,1673.57,1716.226,1892.3,2176.7,0.8,0.8
btc-updown-15m-1774505700,0.19,18,1,1555.96,1555.96,861.5,861.5,0.8,0.8
btc-updown-15m-1774505700,0.2,20,2,1042.18,1318.964,861.2,1074.1,0.8,0.8
btc-updown-15m-1774505700,0.22,22,1,264.78,264.78,156.8,156.8,0.8,0.8
btc-updown-15m-1774505700,0.24,24,1,1280.56,1280.56,1559.4,1559.4,0.8,0.8
btc-updown-15m-1774505700,0.25,24,1,2220.82,2220.82,1143.9,1143.9,0.7,0.7
btc-updown-15m-1774505700,0.26,26,1,1017.15,1017.15,1836.2,1836.2,0.7,0.7
btc-updown-15m-1774505700,0.3,30,1,1256.26,1256.26,1829.2,1829.2,0.7,0.7
btc-updown-15m-1774505700,0.35,34,1,2756.23,2756.23,887.4,887.4,0.6,0.6
btc-updown-15m-1774505700,0.37,36,2,454.755,558.559,1584.0,1933.1,0.6,0.6
btc-updown-15m-1774505700,0.44,44,1,2003.19,2003.19,2025.7,2025.7,0.6,0.6
btc-updown-15m-1774505700,0.46,46,2,2244.275,2321.535,1645.3,1722.7,0.5,0.5
btc-updown-15m-1774505700,0.5,50,1,1614.01,1614.01,2063.5,2063.5,0.5,0.5
btc-updown-15m-1774505700,0.53,52,1,1851.2,1851.2,1596.0,1596.0,0.5,0.5
btc-updown-15m-1774505700,0.54,54,2,1557.625,1630.581,1021.3,1563.1,0.5,0.5
btc-updown-15m-1774505700,0.55,54,3,1758.4,2355.112,1307.7,1779.8,0.4,0.4
btc-updown-15m-1774505700,0.56,56,2,1245.345,1590.317,1774.9,1935.6,0.4,0.4
btc-updown-15m-1774505700,0.57,56,1,597.2,597.2,2081.7,2081.7,0.4,0.4
btc-updown-15m-1774505700,0.58,58,3,2056.08,2322.4,2456.7,2825.2,0.4,0.4
btc-updown-15m-1774505700,0.59,58,1,1679.7,1679.7,1777.4,1777.4,0.4,0.4
btc-updown-15m-1774505700,0.6,60,1,1626.99,1626.99,1747.3,1747.3,0.4,0.4
